Datetime,Close,High,Low,Open,Volume,Return,Volatility,anomaly
,AAPL,AAPL,AAPL,AAPL,AAPL,,,
2025-06-13 18:30:00+00:00,196.22000122070312,196.63999938964844,195.80999755859375,196.25999450683594,5166232,-0.00029549239987480824,0.004316869674534879,1
2025-06-13 19:30:00+00:00,196.4499969482422,196.69000244140625,195.77000427246094,196.24000549316406,5657582,0.0011721319239028638,0.0023698059339273487,1
2025-06-16 13:30:00+00:00,198.42999267578125,198.68499755859375,196.5635986328125,197.2899932861328,10592906,0.010078878891816467,0.005506971461614101,1
2025-06-16 14:30:00+00:00,197.31500244140625,198.66000366210938,197.1649932861328,198.43499755859375,5091014,-0.005619061006552628,0.006322328696639518,1
2025-06-16 15:30:00+00:00,197.0800018310547,197.6300048828125,196.875,197.30999755859375,4269679,-0.0011909921062457363,0.005757611071400783,1
2025-06-16 16:30:00+00:00,197.875,197.9550018310547,197.02000427246094,197.10000610351562,2678380,0.0040338855366299775,0.005870639673218662,1
2025-06-16 17:30:00+00:00,197.9886932373047,198.19000244140625,197.77000427246094,197.88499450683594,3200825,0.0005745710034348317,0.005889994854032488,1
2025-06-16 18:30:00+00:00,198.2449951171875,198.39999389648438,197.66000366210938,197.99000549316406,3569146,0.0012945278626370627,0.003574420261080702,1
2025-06-16 19:30:00+00:00,198.3699951171875,198.49000549316406,197.92999267578125,198.2449951171875,4718967,0.0006305329419595829,0.0018964233145040653,1
2025-06-17 13:30:00+00:00,197.5800018310547,197.92999267578125,196.2550048828125,197.25,7902396,-0.003982423277603675,0.0028824389634849418,1
2025-06-17 14:30:00+00:00,197.5800018310547,197.7899932861328,197.3249969482422,197.58299255371094,3367583,0.0,0.0021108924101893686,1
2025-06-17 15:30:00+00:00,197.61500549316406,198.38890075683594,197.4600067138672,197.58999633789062,3514424,0.00017716196874673074,0.002077102845068433,1
2025-06-17 16:30:00+00:00,196.52000427246094,197.845703125,196.46499633789062,197.61000061035156,4473741,-0.005541083370518618,0.0028195382328800008,1
2025-06-17 17:30:00+00:00,195.4600067138672,196.82000732421875,195.2100067138672,196.50999450683594,4011630,-0.005393840502487146,0.002838731669749605,1
2025-06-17 18:30:00+00:00,195.83999633789062,195.94000244140625,195.42030334472656,195.47999572753906,3616427,0.0019440786399833598,0.003466689554543493,1
2025-06-17 19:30:00+00:00,195.63999938964844,195.88499450683594,195.4409942626953,195.85000610351562,4321581,-0.0010212262662481209,0.00336547776694023,1
2025-06-18 13:30:00+00:00,197.06019592285156,197.50999450683594,195.07000732421875,195.9199981689453,8663131,0.007259233989132197,0.005380527863698657,1
2025-06-18 14:30:00+00:00,196.94000244140625,197.57000732421875,196.63499450683594,197.11000061035156,3977500,-0.0006099328222142208,0.004637762036524806,1
2025-06-18 15:30:00+00:00,196.9508056640625,197.22999572753906,196.50030517578125,196.85000610351562,2676891,5.485540023530966e-05,0.003400720403089513,1
2025-06-18 16:30:00+00:00,196.05999755859375,197.02000427246094,196.0500030517578,196.94000244140625,2527979,-0.004522998027173264,0.00430995449327138,1
2025-06-18 17:30:00+00:00,195.91000366210938,196.97999572753906,195.6300048828125,196.07000732421875,3683814,-0.0007650407954307159,0.004292820341882546,1
2025-06-18 18:30:00+00:00,195.63999938964844,196.4499969482422,195.11000061035156,195.9199981689453,5009904,-0.0013782056424572753,0.0017949776160643093,1
2025-06-18 19:30:00+00:00,196.25,197.11000061035156,195.46600341796875,195.6300048828125,7662210,0.00311797491440724,0.002748919676978859,1
2025-06-20 13:30:00+00:00,198.67999267578125,200.94000244140625,197.52999877929688,198.23500061035156,26036367,0.012382128284235572,0.006526363952358003,1
2025-06-20 14:30:00+00:00,197.6699981689453,198.69000244140625,196.85960388183594,198.69000244140625,6560590,-0.005083523978602678,0.006664762103816899,1
2025-06-20 15:30:00+00:00,198.49000549316406,198.86000061035156,197.6999969482422,197.7100067138672,4287672,0.004148365112635277,0.006580491108173066,1
2025-06-20 16:30:00+00:00,198.32000732421875,199.3699951171875,198.27000427246094,198.49000549316406,4286863,-0.0008564570720975828,0.006504594754566926,1
2025-06-20 17:30:00+00:00,199.80999755859375,200.19000244140625,198.07000732421875,198.32000732421875,5317209,0.007513060605827349,0.006855654192955311,-1
2025-06-20 18:30:00+00:00,199.92999267578125,200.33670043945312,199.60009765625,199.82000732421875,7927637,0.000600546112074829,0.004811389863661994,1
2025-06-20 19:30:00+00:00,200.94000244140625,201.6999969482422,199.77000427246094,199.9199981689453,10755124,0.005051817149130278,0.0033948964980062314,1
2025-06-23 13:30:00+00:00,201.37179565429688,202.3000030517578,199.94000244140625,201.53199768066406,12829209,0.002148866366300295,0.0033864786002848917,1
2025-06-23 14:30:00+00:00,200.52999877929688,201.58999633789062,200.22500610351562,201.3800048828125,5321162,-0.004180311707827955,0.0044617017179925155,1
2025-06-23 15:30:00+00:00,200.1396026611328,200.52000427246094,199.50999450683594,200.3300018310547,4993482,-0.0019468215256597254,0.003577839399738146,1
2025-06-23 16:30:00+00:00,201.43899536132812,201.52000427246094,198.9600067138672,200.13999938964844,4894801,0.006492431697265655,0.004530630637051452,1
2025-06-23 17:30:00+00:00,201.69000244140625,202.24000549316406,201.0800018310547,201.4600067138672,6635454,0.0012460699559579957,0.004085316182291453,1
2025-06-23 18:30:00+00:00,201.36019897460938,201.8968048095703,201.0507049560547,201.6699981689453,4184558,-0.0016351998750789853,0.004112275670172843,1
2025-06-23 19:30:00+00:00,201.5500030517578,201.83999633789062,201.13499450683594,201.35000610351562,3965279,0.0009426097019915591,0.0033858795659529625,1
2025-06-24 13:30:00+00:00,200.9822998046875,202.6699981689453,200.1999969482422,201.60000610351562,12508328,-0.0028166868691364977,0.0035924646176843785,1
2025-06-24 14:30:00+00:00,201.3800048828125,201.5800018310547,200.7404022216797,200.99000549316406,4685578,0.001978806484508766,0.002058415974622963,1
2025-06-24 15:30:00+00:00,202.4499969482422,202.56500244140625,201.24000549316406,201.4600067138672,4724128,0.005313298438205605,0.003192999163889719,1
2025-06-24 16:30:00+00:00,201.9600067138672,203.44000244140625,201.94000244140625,202.45150756835938,6930517,-0.002420302503142402,0.003355206634267711,1
2025-06-24 17:30:00+00:00,202.0334930419922,202.21200561523438,201.94000244140625,201.9600067138672,373753,0.00036386574411784167,0.003350392092767578,1
